gml_id,expected_deaths_bin_mean,probability,building_type,num_occupants,volume
DEBY_LOD2_8573668,6.648805575119511e-06,0.06460000000000085,2,1.0,276.7601662264968
DEBY_LOD2_8573668,8.339570087753933e-06,0.08823999999999776,2,1.0,276.7601662264968
DEBY_LOD2_8573668,9.96557945609769e-06,0.06472000000000133,2,1.0,276.7601662264968
DEBY_LOD2_8573668,1.1952124710794922e-05,0.06472000000000011,2,1.0,276.7601662264968
DEBY_LOD2_8573668,1.4046921183564469e-05,0.11180000000000109,2,1.0,276.7601662264968
DEBY_LOD2_8573668,1.6858772314518507e-05,0.12767999999999868,2,1.0,276.7601662264968
DEBY_LOD2_8573668,2.327266183576429e-05,0.27612000000000025,2,1.0,276.7601662264968
DEBY_LOD2_8573669,3.7301536989806006e-06,0.002119999999999986,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,7.874259528382181e-06,0.12731999999999907,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,1.1282785644594792e-05,0.07268000000000095,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,1.6731193905468006e-05,0.001880000000000014,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,2.254570391300953e-05,0.06460000000000067,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,2.616558149330077e-05,0.06483999999999836,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,3.126082112704881e-05,0.07252000000000093,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,3.955291351707048e-05,0.10443999999999976,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,5.284616971344363e-05,0.22127999999999926,2,5.0,1698.6553984515704
DEBY_LOD2_8573669,7.501782531301758e-05,0.26832000000000095,2,5.0,1698.6553984515704
DEBY_LOD2_8573670,0.00010280192905520304,0.0015999999999999962,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.00012048278311331061,0.0016399999999999989,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.0001345012357367617,0.0018400000000000029,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.00015465847561706007,0.002159999999999989,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.00017701652443856134,0.0026400000000000048,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.0002158946952368023,0.00312,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.0003103438666313382,0.19787999999999975,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.00036473507195448223,0.24491999999999864,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.0004068329543827736,0.2446800000000007,2,24.0,4515.130869525385
DEBY_LOD2_8573670,0.00047653792830714493,0.29952000000000106,2,24.0,4515.130869525385
DEBY_LOD2_8573671,3.473472650563365e-06,0.002119999999999986,2,5.0,1466.16049238516
DEBY_LOD2_8573671,7.2177387588219e-06,0.1508399999999986,2,5.0,1466.16049238516
